Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
117,Bilal Ahmad,An experimental study of residual stress and direction-dependence of fatigue crack growth behaviour in as-built and stress-relieved selective-laser-melted Ti6Al4V,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/an-experimental-study-of-residual-stress-and-direction-dependence,"
25
"
118,Bilal Ahmad,Evaluation of residual stresses induced by cold spraying of Ti-6Al-4V on Ti-6Al-4V substrates,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/evaluation-of-residual-stresses-induced-by-cold-spraying-of-ti-6a,"
19
"
119,Bilal Ahmad,Fatigue crack growth in a laser shock peened residual stress field,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/fatigue-crack-growth-in-a-laser-shock-peened-residual-stress-fiel,"
28
"
120,Bilal Ahmad,Measurement and Modelling of Residual Stress in Wire-Feed Additively Manufactured Titanium,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/measurement-and-modelling-of-residual-stress-in-wire-feed-additiv,"
7
"
121,Bilal Ahmad,Prediction of residual stress within linear friction welds using a computationally efficient modelling approach,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/prediction-of-residual-stress-within-linear-friction-welds-using-,"
18
"
122,Bilal Ahmad,Residual stress and texture control in Ti-6Al-4V wire + arc additively manufactured intersections by stress relief and rolling,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/residual-stress-and-texture-control-in-ti-6al-4v-wire-arc-additiv,"
66
"
123,Bilal Ahmad,Residual Stress Evaluation in Selective-Laser-Melting Additively Manufactured Titanium (Ti-6Al-4V) and Inconel 718 using the Contour Method and Numerical Simulation,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/residual-stress-evaluation-in-selective-laser-melting-additively-,"
49
"
124,Bilal Ahmad,Analysis of Residual Stresses in Laser-Shock-Peened and Shot-Peened Marine Steel Welds,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/analysis-of-residual-stresses-in-laser-shock-peened-and-shot-peen-2,"
12
"
125,Bilal Ahmad,Minimization and Mitigation of Wire EDM Cutting Errors in the Application of the Contour Method of Residual Stress Measurement,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/minimization-and-mitigation-of-wire-edm-cutting-errors-in-the-app-2,"
13
"
126,Bilal Ahmad,Effect of ultrasonic peening and accelerated corrosion exposure on the residual stress distribution in welded marine steel,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/effect-of-ultrasonic-peening-and-accelerated-corrosion-exposure-o-2,"
12
"
127,Bilal Ahmad,Fatigue performance of friction stir welded marine grade steel,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/fatigue-performance-of-friction-stir-welded-marine-grade-steel-2,"
11
"
128,Bilal Ahmad,Surface preparation for residual stress measurement of an accelerated corrosion tested welded marine steel,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/surface-preparation-for-residual-stress-measurement-of-an-acceler-2,"
3
"
129,Bilal Ahmad,The effect of compressive fatigue loads on fatigue strength of non-load carrying specimens subjected to ultrasonic impact treatment,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-compressive-fatigue-loads-on-fatigue-strength-of-no-2,"
10
"
130,Bilal Ahmad,The effect of laser shock peening on hardness and microstructure in a welded marine steel,"Syed, A.",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-laser-shock-peening-on-hardness-and-microstructure--2,"
2
"
131,Farhan Ahmad,A Blockchain-based Decentralized Machine Learning Framework for Collaborative Intrusion Detection within UAVs,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-blockchain-based-decentralized-machine-learning-framework-for-c,"
1
"
132,Farhan Ahmad,A Spectrogram Image-Based Network Anomaly Detection System Using Deep Convolutional Neural Network,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-spectrogram-image-based-network-anomaly-detection-system-using-,"
3
"
133,Farhan Ahmad,Cognitive Automation for Smart Decision Making in Industrial Internet of Things,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/cognitive-automation-for-smart-decision-making-in-industrial-inte,"
2
"
134,Farhan Ahmad,CRT-BIoV: A Cognitive Radio Technique for Blockchain-enabled Internet of Vehicles,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/crt-biov-a-cognitive-radio-technique-for-blockchain-enabled-inter,"
28
"
135,Farhan Ahmad,Network Intrusion Detection System: A systematic study of Machine Learning and Deep Learning approaches,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/network-intrusion-detection-system-a-systematic-study-of-machine-,"
19
"
136,Farhan Ahmad,NOTRINO: a NOvel hybrid TRust management scheme for INternet-Of-vehicles,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/notrino-a-novel-hybrid-trust-management-scheme-for-internet-of-ve,"
5
"
137,Farhan Ahmad,On the design and implementation of a secure blockchain-based hybrid framework for Industrial Internet-of-Things,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/on-the-design-and-implementation-of-a-secure-blockchain-based-hyb,"
2
"
138,Farhan Ahmad,Sharing is Caring: A collaborative framework for sharing security alerts,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/sharing-is-caring-a-collaborative-framework-for-sharing-security-,"
1
"
139,Farhan Ahmad,The Case of HyperLedger Fabric as a Blockchain Solution for Healthcare Applications,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/the-case-of-hyperledger-fabric-as-a-blockchain-solution-for-healt,"
7
"
140,Farhan Ahmad,Vehicular Platoon Communication: Cybersecurity Threats and Open Challenges,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/vehicular-platoon-communication-cybersecurity-threats-and-open-ch,"
4
"
141,Farhan Ahmad,A First Look at Privacy Analysis of COVID-19 Contact Tracing Mobile Applications,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-first-look-at-privacy-analysis-of-covid-19-contact-tracing-mobi,"
9
"
142,Farhan Ahmad,A trust management scheme to secure mobile information centric networks,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-trust-management-scheme-to-secure-mobile-information-centric-ne,"
2
"
143,Farhan Ahmad,MARINE: Man-in-the-Middle Attack Resistant Trust Model in Connected Vehicles,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/marine-man-in-the-middle-attack-resistant-trust-model-in-connecte,"
15
"
144,Farhan Ahmad,MSIDN: Mitigation of Sophisticated Interest flooding-based DDoS attacks in Named Data Networking,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/msidn-mitigation-of-sophisticated-interest-flooding-based-ddos-at,"
3
"
145,Farhan Ahmad,ODPV: An Efficient Protocol to Mitigate Data Integrity Attacks in Intelligent Transport Systems,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/odpv-an-efficient-protocol-to-mitigate-data-integrity-attacks-in-,"
14
"
146,Farhan Ahmad,"On the Design, Development and Implementation of Trust Evaluation Mechanism in Vehicular Networks","Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/on-the-design-development-and-implementation-of-trust-evaluation-,"
21
"
147,Farhan Ahmad,"Vehicular Sensor Networks: Applications, Advances and Challenges","Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/vehicular-sensor-networks-applications-advances-and-challenges,"
30
"
148,Farhan Ahmad,A Comparative Analysis of Trust Models for Safety Applications in IoT-enabled Vehicular Networks,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-comparative-analysis-of-trust-models-for-safety-applications-in,"
244
"
149,Farhan Ahmad,A Trust Framework to Detect Malicious Nodes in Cognitive Radio Networks,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/a-trust-framework-to-detect-malicious-nodes-in-cognitive-radio-ne,"
1
"
150,Farhan Ahmad,"Blockchain in Internet-of-Things: Architecture, Applications and Research Directions","Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/blockchain-in-internet-of-things-architecture-applications-and-re,"
1
"
151,Farhan Ahmad,Container-based Sandboxes for Malware Analysis: A Compromise Worth Considering,"Ahmad, F.",https://pureportal.coventry.ac.uk/en/publications/container-based-sandboxes-for-malware-analysis-a-compromise-worth,"
2
"
152,Zahir Ahmad,Impact of Vehicle Headlights Radiation Pattern on Dynamic Vehicular VLC Channel,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/impact-of-vehicle-headlights-radiation-pattern-on-dynamic-vehicul,"
1
"
153,Zahir Ahmad,Statistical channel modelling of dynamic vehicular visible light communication system,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/statistical-channel-modelling-of-dynamic-vehicular-visible-light-,"
1
"
154,Zahir Ahmad,LDPC-Coded CAP with Spatial Diversity for UVLC Systems over Generalized-Gamma Fading Channel,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/ldpc-coded-cap-with-spatial-diversity-for-uvlc-systems-over-gener,"
6
"
155,Zahir Ahmad,Performance of Spatial Diversity DCO-OFDM in a Weak Turbulence Underwater Visible Light Communication Channel,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/performance-of-spatial-diversity-dco-ofdm-in-a-weak-turbulence-un,"
7
"
156,Zahir Ahmad,Precision Indoor Three-Dimensional Visible Light Positioning Using Receiver Diversity and Multilayer Perceptron Neural Network,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/precision-indoor-three-dimensional-visible-light-positioning-usin,"
3
"
157,Zahir Ahmad,对数正态分布衰落下的光OFDM 水下可见光通信空间分集系统,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/optical-ofdm-spatial-diversity-system-in-lognormal-fading-uvlc-ch,"
3
"
158,Zahir Ahmad,Indoor Intruder Tracking Using Visible Light Communications,"Al-Sallami, F. M. Y.",https://pureportal.coventry.ac.uk/en/publications/indoor-intruder-tracking-using-visible-light-communications,"
4
"
159,Abdullahi Ahmed,Integrated Performance Optimization of Higher Education Buildings Using Low-Energy Renovation Process and User Engagement,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/integrated-performance-optimization-of-higher-education-buildings,"
1
"
160,Abdullahi Ahmed,An 80-year projection of nZEB strategies in extreme climatic conditions of Iraq,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/an-80-year-projection-of-nzeb-strategies-in-extreme-climatic-cond,"
8
"
161,Abdullahi Ahmed,Developing Energy Control and Optimisation Methodology for Built Environment of the Future,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/developing-energy-control-and-optimisation-methodology-for-built--2,"
1
"
162,Abdullahi Ahmed,Training and development model to achieve BIM competencies in construction and design teams,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/training-and-development-model-to-achieve-bim-competencies-in-con,"
5
"
163,Abdullahi Ahmed,Developing Energy Control and Optimisation methodology for Built Environment of the future,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/developing-energy-control-and-optimisation-methodology-for-built-,"
2
"
164,Abdullahi Ahmed,Evaluating Design Strategies for Nearly Zero Energy Buildings in the Middle East and North Africa Regions,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/evaluating-design-strategies-for-nearly-zero-energy-buildings-in-,"
13
"
165,Abdullahi Ahmed,Evaluating learning management mechanisms and requirements for achieving BIM competencies: an in-depth study of ACE practitioners,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/evaluating-learning-management-mechanisms-and-requirements-for-ac,"
97
"
166,Abdullahi Ahmed,Experimental evaluation of passive cooling using phase change materials (PCM) for reducing overheating in public building,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/experimental-evaluation-of-passive-cooling-using-phase-change-mat,"
2
"
167,Abdullahi Ahmed,Best Practice for Retrofitting Public Buildings in Europe,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/best-practice-for-retrofitting-public-buildings-in-europe,"
1
"
168,Abdullahi Ahmed,Methodology for Evaluating Innovative Technologies for Low- Energy Retrofitting of Public Building,"Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/methodology-for-evaluating-innovative-technologies-for-low-energy,"
8
"
169,Abdullahi Ahmed,"Non-Invasive Approaches for Low-Energy Retrofit of Buildings: Implementation, Monitoring and Simulation in a Living Lab Case Study","Ahmed, A.",https://pureportal.coventry.ac.uk/en/publications/non-invasive-approaches-for-low-energy-retrofit-of-buildings-impl,"
3
"
170,Hafiz Ahmed,Experimental evaluation of adaptive maximum power point tracking for a standalone photovoltaic system,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/experimental-evaluation-of-adaptive-maximum-power-point-tracking-,"
3
"
171,Hafiz Ahmed,Output Global Oscillatory Synchronization of Heterogeneous Systems,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/output-global-oscillatory-synchronization-of-heterogeneous-system,"
1
"
172,Hafiz Ahmed,Adaptive Filtering-Based Pseudo Open-Loop Three-Phase Grid-Synchronization Technique,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/adaptive-filtering-based-pseudo-open-loop-three-phase-grid-synchr,"
13
"
173,Hafiz Ahmed,Coordinate Transformation-Free Observer-based Adaptive Estimation of Distorted Single-Phase Grid Voltage Signal,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/coordinate-transformation-free-observer-based-adaptive-estimation,"
15
"
174,Hafiz Ahmed,Demodulation Type Single-Phase PLL with DC Offset Rejection,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/demodulation-type-single-phase-pll-with-dc-offset-rejection,"
10
"
175,Hafiz Ahmed,Frequency Adaptive Parameter Estimation of Unbalanced and Distorted Power Grid,"Anya, I. F. C.",https://pureportal.coventry.ac.uk/en/publications/frequency-adaptive-parameter-estimation-of-unbalanced-and-distort,"
2
"
